#{"t_start": 1713419021.8955479, "env_id": "None"}
r,l,t
96.5229,2737,1167.773346
96.5229,2737,1168.668615
96.5229,2737,1169.550864
96.5229,2737,1170.569535
96.5229,2737,1171.503403
423.931549,2737,1173.197987
423.931549,2737,1174.173556
423.931549,2737,1175.158635
423.931549,2737,1176.046774
423.931549,2737,1176.925409
254.574381,2737,1178.297322
254.574381,2737,1179.174005
254.574381,2737,1180.041095
254.574381,2737,1180.906167
254.574381,2737,1181.804578
274.890244,2737,1183.246545
274.890244,2737,1184.196677
274.890244,2737,1185.186012
274.890244,2737,1186.155044
274.890244,2737,1187.174048
96.330051,2737,1188.701523
96.330051,2737,1189.71014
96.330051,2737,1190.644249
96.330051,2737,1191.591819
96.330051,2737,1192.484557
94.351482,2737,1194.054989
94.351482,2737,1195.009784
94.351482,2737,1195.916829
94.351482,2737,1196.815885
94.351482,2737,1197.709317
275.09433,2737,1199.099087
275.09433,2737,1199.9906
275.09433,2737,1200.989483
275.09433,2737,1201.95531
275.09433,2737,1203.021923
307.320202,2737,1204.39638
307.320202,2737,1205.264942
307.320202,2737,1206.127688
307.320202,2737,1206.993275
307.320202,2737,1207.865667
267.973074,2737,1209.302054
267.973074,2737,1210.196946
267.973074,2737,1211.091347
267.973074,2737,1211.979507
267.973074,2737,1212.867275
96.464333,2737,1214.245039
96.464333,2737,1215.131247
96.464333,2737,1216.017197
96.464333,2737,1216.979931
96.464333,2737,1218.151931
285.710243,2737,1219.495326
285.710243,2737,1220.433146
285.710243,2737,1221.337622
285.710243,2737,1222.22413
285.710243,2737,1223.215369
279.4345,2737,1224.714165
279.4345,2737,1225.751317
279.4345,2737,1226.653137
279.4345,2737,1227.650613
279.4345,2737,1228.549826
288.99453,2737,1229.876759
288.99453,2737,1230.740965
288.99453,2737,1231.609733
288.99453,2737,1232.603934
288.99453,2737,1233.46832
288.99453,2737,1234.83562
288.99453,2737,1235.695717
288.99453,2737,1236.563033
288.99453,2737,1237.431644
288.99453,2737,1238.299922
302.36735,2737,1239.69503
302.36735,2737,1240.582926
302.36735,2737,1241.467914
302.36735,2737,1242.452
302.36735,2737,1243.411022
277.947367,2737,1244.856477
277.947367,2737,1245.733987
277.947367,2737,1246.681644
277.947367,2737,1247.823324
277.947367,2737,1248.836657
279.078794,2737,1250.448901
279.078794,2737,1251.337911
279.078794,2737,1252.299499
279.078794,2737,1253.216991
279.078794,2737,1254.185962
47.428631,2737,1255.523869
47.428631,2737,1256.390756
47.428631,2737,1257.25778
47.428631,2737,1258.245989
47.428631,2737,1259.200449
56.952913,2737,1260.569258
56.952913,2737,1261.432997
56.952913,2737,1262.764269
56.952913,2737,1263.720212
56.952913,2737,1264.615501
275.440229,2737,1266.045093
275.440229,2737,1266.942203
275.440229,2737,1267.837316
275.440229,2737,1268.730692
275.440229,2737,1269.620966
72.237196,2737,1271.007881
72.237196,2737,1271.893723
72.237196,2737,1272.778261
72.237196,2737,1273.662492
72.237196,2737,1274.549283
54.750076,2737,1275.98511
54.750076,2737,1276.921602
54.750076,2737,1277.899194
54.750076,2737,1278.781306
54.750076,2737,1279.662533
277.317358,2737,1281.021418
277.317358,2737,1281.882
277.317358,2737,1282.743281
277.317358,2737,1283.601285
277.317358,2737,1284.461983
89.990051,2737,1285.822092
89.990051,2737,1286.70717
89.990051,2737,1287.586341
89.990051,2737,1288.462392
89.990051,2737,1289.341501
277.010246,2737,1290.732463
277.010246,2737,1291.609151
277.010246,2737,1292.652242
277.010246,2737,1293.529744
277.010246,2737,1294.407265
58.041475,2737,1295.774345
58.041475,2737,1296.650489
58.041475,2737,1297.533253
58.041475,2737,1298.411727
58.041475,2737,1299.290469
46.940042,2737,1300.658037
46.940042,2737,1301.531588
46.940042,2737,1302.409074
46.940042,2737,1303.27961
46.940042,2737,1304.155142
89.708622,2737,1305.531194
89.708622,2737,1306.406852
89.708622,2737,1307.533527
89.708622,2737,1308.453397
89.708622,2737,1309.334739
280.45882,2737,1310.718921
280.45882,2737,1311.603741
280.45882,2737,1312.499052
280.45882,2737,1313.383413
280.45882,2737,1314.270554
259.958605,2737,1315.646452
259.958605,2737,1316.527147
259.958605,2737,1317.410509
259.958605,2737,1318.292007
259.958605,2737,1319.179233
97.271479,2737,1320.584721
97.271479,2737,1321.462135
97.271479,2737,1322.516665
97.271479,2737,1323.389261
97.271479,2737,1324.27101
97.271479,2737,1325.694795
97.271479,2737,1326.569781
97.271479,2737,1327.453915
97.271479,2737,1328.327505
97.271479,2737,1329.202096
294.334501,2737,1330.568771
294.334501,2737,1331.446326
294.334501,2737,1332.3293
294.334501,2737,1333.205754
294.334501,2737,1334.083375
56.58148,2737,1335.426131
56.58148,2737,1336.280583
56.58148,2737,1337.289438
56.58148,2737,1338.141016
56.58148,2737,1338.998161
280.034538,2737,1340.351134
280.034538,2737,1341.205875
280.034538,2737,1342.069215
280.034538,2737,1342.928384
280.034538,2737,1343.789736
274.817377,2737,1345.163419
274.817377,2737,1346.029951
274.817377,2737,1346.901053
274.817377,2737,1347.763843
274.817377,2737,1348.63708
276.73003,2737,1350.016206
276.73003,2737,1350.881352
276.73003,2737,1351.752601
276.73003,2737,1352.824794
276.73003,2737,1353.688791
273.191656,2737,1355.028112
273.191656,2737,1355.893013
273.191656,2737,1356.763826
273.191656,2737,1357.629134
273.191656,2737,1358.496628
268.855726,2737,1359.833413
268.855726,2737,1360.696671
268.855726,2737,1361.564717
268.855726,2737,1362.432061
268.855726,2737,1363.295022
270.718803,2737,1364.665025
270.718803,2737,1365.534143
270.718803,2737,1366.403632
270.718803,2737,1367.402596
270.718803,2737,1368.280795
292.982952,2737,1369.650938
292.982952,2737,1370.518073
292.982952,2737,1371.383263
292.982952,2737,1372.249974
292.982952,2737,1373.128209
57.970053,2737,1374.684108
57.970053,2737,1375.55155
57.970053,2737,1376.415419
57.970053,2737,1377.281131
57.970053,2737,1378.14958
268.122953,2737,1379.487271
268.122953,2737,1380.352087
268.122953,2737,1381.216619
268.122953,2737,1382.210459
268.122953,2737,1383.084479
288.99453,2737,1384.462905
288.99453,2737,1385.325646
288.99453,2737,1386.190999
288.99453,2737,1387.055213
288.99453,2737,1387.916646
284.371649,2737,1389.264047
284.371649,2737,1390.129932
284.371649,2737,1390.996828
284.371649,2737,1391.87334
284.371649,2737,1392.742366
281.274496,2737,1394.077733
281.274496,2737,1394.963958
281.274496,2737,1395.834005
281.274496,2737,1396.697993
281.274496,2737,1397.998598
303.413065,2737,1399.808249
303.413065,2737,1400.784992
303.413065,2737,1401.880718
303.413065,2737,1402.95733
303.413065,2737,1403.997181
72.651482,2737,1405.696325
72.651482,2737,1406.667468
72.651482,2737,1407.836254
72.651482,2737,1408.880203
72.651482,2737,1409.953444
288.902958,2737,1411.655424
288.902958,2737,1412.702742
288.902958,2737,1413.718126
288.902958,2737,1414.667055
288.902958,2737,1415.59646
267.077238,2737,1417.182486
267.077238,2737,1418.186574
267.077238,2737,1419.248535
267.077238,2737,1420.322741
267.077238,2737,1421.405354
286.884537,2737,1423.218662
286.884537,2737,1424.200676
286.884537,2737,1425.171368
286.884537,2737,1426.124734
286.884537,2737,1427.108043
107.185751,2737,1429.024383
107.185751,2737,1430.187606
107.185751,2737,1431.157784
107.185751,2737,1432.198755
107.185751,2737,1433.576639
280.118801,2737,1435.093219
280.118801,2737,1436.023986
280.118801,2737,1436.949474
280.118801,2737,1437.977609
280.118801,2737,1439.021477
239.40452,2737,1440.558332
239.40452,2737,1441.470282
239.40452,2737,1442.391933
239.40452,2737,1443.414532
239.40452,2737,1444.539395
300.300106,2737,1445.93845
300.300106,2737,1446.803214
300.300106,2737,1447.685114
300.300106,2737,1448.556992
300.300106,2737,1449.436199
296.13451,2737,1450.79342
296.13451,2737,1451.662982
296.13451,2737,1452.550189
296.13451,2737,1453.453746
296.13451,2737,1454.356242
283.774515,2737,1455.805096
283.774515,2737,1456.725639
283.774515,2737,1457.621586
283.774515,2737,1458.741416
283.774515,2737,1459.664339
303.797253,2737,1461.236126
303.797253,2737,1462.129777
303.797253,2737,1463.040118
303.797253,2737,1464.03688
303.797253,2737,1465.126386
269.144381,2737,1466.907285
269.144381,2737,1467.86159
269.144381,2737,1468.806126
269.144381,2737,1469.75831
269.144381,2737,1470.703029
276.941645,2737,1472.451619
276.941645,2737,1473.599222
276.941645,2737,1474.618813
276.941645,2737,1475.608037
276.941645,2737,1476.647892
289.885958,2737,1478.19597
289.885958,2737,1479.102691
289.885958,2737,1480.070688
289.885958,2737,1480.977312
289.885958,2737,1481.909218
270.661526,2737,1483.389987
270.661526,2737,1484.326498
270.661526,2737,1485.219863
270.661526,2737,1486.109059
270.661526,2737,1487.099153
280.550215,2737,1488.798295
280.550215,2737,1489.790118
280.550215,2737,1490.762569
280.550215,2737,1491.657502
280.550215,2737,1492.544798
289.2831,2737,1493.918516
289.2831,2737,1494.804637
289.2831,2737,1495.691179
289.2831,2737,1496.572674
289.2831,2737,1497.456162
276.363077,2737,1498.828252
276.363077,2737,1499.709721
276.363077,2737,1500.588751
276.363077,2737,1501.460868
276.363077,2737,1502.339264
99.342905,2737,1503.883626
99.342905,2737,1504.759421
99.342905,2737,1505.639414
99.342905,2737,1506.515427
99.342905,2737,1507.391464
81.47576,2737,1508.775414
81.47576,2737,1509.64048
81.47576,2737,1510.50615
81.47576,2737,1511.365667
81.47576,2737,1512.229888
99.342905,2737,1513.625133
99.342905,2737,1514.514935
99.342905,2737,1515.398086
99.342905,2737,1516.277982
99.342905,2737,1517.164199
269.660095,2737,1518.690422
269.660095,2737,1519.557492
269.660095,2737,1520.564188
269.660095,2737,1521.462467
269.660095,2737,1522.37149
94.50432,2737,1523.769227
94.50432,2737,1524.782056
94.50432,2737,1525.86758
94.50432,2737,1526.766481
94.50432,2737,1527.660643
275.351664,2737,1529.039188
275.351664,2737,1529.915389
275.351664,2737,1530.791053
275.351664,2737,1531.661955
275.351664,2737,1532.538499
277.180229,2737,1533.970677
277.180229,2737,1534.864526
277.180229,2737,1535.757923
277.180229,2737,1536.649011
277.180229,2737,1537.543709
99.250048,2737,1538.984821
99.250048,2737,1539.884431
99.250048,2737,1540.784742
99.250048,2737,1541.676366
99.250048,2737,1542.576874
272.397371,2737,1544.004005
272.397371,2737,1544.886355
272.397371,2737,1545.771973
272.397371,2737,1546.656058
272.397371,2737,1547.547084
57.838629,2737,1548.968501
57.838629,2737,1549.870203
57.838629,2737,1550.808018
57.838629,2737,1551.925972
57.838629,2737,1552.830018
54.480074,2737,1554.252197
54.480074,2737,1555.202141
54.480074,2737,1556.352936
54.480074,2737,1557.37767
54.480074,2737,1558.408755
284.734507,2737,1559.985484
284.734507,2737,1561.008896
284.734507,2737,1562.02283
284.734507,2737,1563.034877
284.734507,2737,1564.047986
54.468626,2737,1565.654383
54.468626,2737,1566.667268
54.468626,2737,1567.678504
54.468626,2737,1568.688297
54.468626,2737,1569.705218
276.287378,2737,1571.258526
276.287378,2737,1572.268197
276.287378,2737,1573.279327
276.287378,2737,1574.285125
276.287378,2737,1575.305277
54.050058,2737,1576.888817
54.050058,2737,1577.892849
54.050058,2737,1578.91477
54.050058,2737,1579.951185
54.050058,2737,1580.981693
275.845945,2737,1582.57595
275.845945,2737,1583.604512
275.845945,2737,1584.640661
275.845945,2737,1585.738453
275.845945,2737,1586.841952
272.115942,2737,1588.532181
272.115942,2737,1589.556436
272.115942,2737,1590.58275
272.115942,2737,1591.598445
272.115942,2737,1592.622709
287.52166,2737,1594.179765
287.52166,2737,1595.19776
287.52166,2737,1596.22129
287.52166,2737,1597.242431
287.52166,2737,1598.267253
279.48452,2737,1599.826705
279.48452,2737,1600.852509
279.48452,2737,1601.875147
279.48452,2737,1602.895822
279.48452,2737,1603.92525
83.850048,2737,1605.481947
83.850048,2737,1606.503719
83.850048,2737,1607.530194
83.850048,2737,1608.544724
83.850048,2737,1609.561835
268.063078,2737,1611.113704
268.063078,2737,1612.13017
268.063078,2737,1613.154541
268.063078,2737,1614.174625
268.063078,2737,1615.196624
303.048615,2737,1616.743817
303.048615,2737,1617.763038
303.048615,2737,1618.79366
303.048615,2737,1619.816783
303.048615,2737,1620.838999
89.2929,2737,1622.396459
89.2929,2737,1623.408627
89.2929,2737,1624.433162
89.2929,2737,1625.450089
89.2929,2737,1626.47038
256.722944,2737,1628.044657
256.722944,2737,1629.082043
256.722944,2737,1630.346255
256.722944,2737,1631.535592
256.722944,2737,1632.632826
287.407261,2737,1634.185352
287.407261,2737,1635.209201
287.407261,2737,1636.246098
287.407261,2737,1637.278409
287.407261,2737,1638.310541
277.165924,2737,1639.892604
277.165924,2737,1640.921289
277.165924,2737,1641.95041
277.165924,2737,1642.973638
277.165924,2737,1644.010478
278.513071,2737,1645.717957
278.513071,2737,1646.734399
278.513071,2737,1647.864048
278.513071,2737,1649.141097
278.513071,2737,1650.221284
282.304514,2737,1652.046716
282.304514,2737,1653.122928
282.304514,2737,1654.253346
282.304514,2737,1655.352252
282.304514,2737,1656.472026
284.087374,2737,1658.005339
284.087374,2737,1659.065449
284.087374,2737,1660.081811
284.087374,2737,1661.199129
284.087374,2737,1662.204673
227.375923,2737,1663.73217
227.375923,2737,1664.742329
227.375923,2737,1665.761317
227.375923,2737,1666.767344
227.375923,2737,1667.774539
316.410246,2737,1669.297143
316.410246,2737,1670.310385
316.410246,2737,1671.318742
316.410246,2737,1672.320604
316.410246,2737,1673.324476
44.007185,2737,1674.872577
44.007185,2737,1676.01657
44.007185,2737,1677.072303
44.007185,2737,1678.117789
44.007185,2737,1679.150613
286.87879,2737,1680.713798
286.87879,2737,1681.737341
286.87879,2737,1682.76144
286.87879,2737,1683.775293
286.87879,2737,1684.798873
294.953077,2737,1686.381627
294.953077,2737,1687.407806
294.953077,2737,1688.419302
294.953077,2737,1689.493049
294.953077,2737,1690.631026
269.948666,2737,1692.38911
269.948666,2737,1693.398015
269.948666,2737,1694.505502
269.948666,2737,1695.526521
269.948666,2737,1696.548108
94.510046,2737,1698.155797
94.510046,2737,1699.18483
94.510046,2737,1700.232898
94.510046,2737,1701.262152
94.510046,2737,1702.288254
94.111475,2737,1703.980819
94.111475,2737,1705.259136
94.111475,2737,1706.468891
94.111475,2737,1707.579643
94.111475,2737,1708.662674
285.053099,2737,1710.433919
285.053099,2737,1711.600306
285.053099,2737,1712.791668
285.053099,2737,1713.865904
285.053099,2737,1714.925729
287.987387,2737,1716.544228
287.987387,2737,1717.601127
287.987387,2737,1718.755121
287.987387,2737,1719.785192
287.987387,2737,1720.995687
256.784388,2737,1722.583459
256.784388,2737,1723.616206
256.784388,2737,1724.641423
256.784388,2737,1725.6682
256.784388,2737,1726.75243
76.178627,2737,1728.329773
76.178627,2737,1729.357064
76.178627,2737,1730.389781
76.178627,2737,1731.535279
76.178627,2737,1732.746495
98.521484,2737,1734.540411
98.521484,2737,1735.806667
98.521484,2737,1736.922558
98.521484,2737,1738.03184
98.521484,2737,1739.186867
256.502958,2737,1741.166013
256.502958,2737,1742.542542
256.502958,2737,1743.782208
256.502958,2737,1744.845149
256.502958,2737,1746.033282
100.322901,2737,1747.661999
100.322901,2737,1748.684537
100.322901,2737,1749.717209
100.322901,2737,1750.750634
100.322901,2737,1751.782701
263.612925,2737,1753.353428
263.612925,2737,1754.368936
263.612925,2737,1755.393303
263.612925,2737,1756.411653
263.612925,2737,1757.439856
255.232962,2737,1759.010109
255.232962,2737,1760.02496
255.232962,2737,1761.254267
255.232962,2737,1762.289016
255.232962,2737,1763.324317
255.405819,2737,1764.903115
255.405819,2737,1765.965217
255.405819,2737,1767.061735
255.405819,2737,1768.160195
255.405819,2737,1769.225641
231.775761,2737,1770.87297
231.775761,2737,1772.273106
231.775761,2737,1773.404279
231.775761,2737,1774.543539
231.775761,2737,1775.663027
278.005791,2737,1777.681774
278.005791,2737,1778.729638
278.005791,2737,1779.914928
278.005791,2737,1780.985544
278.005791,2737,1782.108102
278.984503,2737,1783.785744
278.984503,2737,1784.830063
278.984503,2737,1785.867737
278.984503,2737,1786.887166
278.984503,2737,1787.907129
287.804403,2737,1789.50823
287.804403,2737,1790.536964
287.804403,2737,1791.670177
287.804403,2737,1792.689911
287.804403,2737,1793.723732
294.310251,2737,1795.329794
294.310251,2737,1796.359021
294.310251,2737,1797.389107
294.310251,2737,1798.432275
294.310251,2737,1799.500539
276.767363,2737,1801.067759
276.767363,2737,1802.087493
276.767363,2737,1803.12543
276.767363,2737,1804.152118
276.767363,2737,1805.174654
280.164495,2737,1806.919348
280.164495,2737,1807.955337
280.164495,2737,1808.990109
280.164495,2737,1810.02251
280.164495,2737,1811.059903
280.265932,2737,1812.644058
280.265932,2737,1813.679858
280.265932,2737,1814.918507
280.265932,2737,1816.321626
280.265932,2737,1817.526911
271.107367,2737,1819.32059
271.107367,2737,1820.437315
271.107367,2737,1821.722118
271.107367,2737,1822.843219
271.107367,2737,1823.922531
97.271479,2737,1825.553956
97.271479,2737,1826.571947
97.271479,2737,1827.58589
97.271479,2737,1828.673506
97.271479,2737,1829.77048
97.271479,2737,1831.340679
97.271479,2737,1832.365017
97.271479,2737,1833.39184
97.271479,2737,1834.450348
97.271479,2737,1835.483377
93.212904,2737,1837.49571
93.212904,2737,1838.523099
93.212904,2737,1839.558108
93.212904,2737,1840.634542
93.212904,2737,1841.671854
255.287241,2737,1843.262276
255.287241,2737,1844.28601
255.287241,2737,1845.321638
255.287241,2737,1846.358918
255.287241,2737,1847.554091
276.321644,2737,1849.475925
276.321644,2737,1850.629249
276.321644,2737,1851.866134
276.321644,2737,1852.918465
276.321644,2737,1854.039117
284.524534,2737,1855.848915
284.524534,2737,1856.948124
284.524534,2737,1858.102856
284.524534,2737,1859.170931
284.524534,2737,1860.24312
280.217382,2737,1861.802968
280.217382,2737,1862.842809
280.217382,2737,1863.924017
280.217382,2737,1864.934143
280.217382,2737,1866.064189
97.054335,2737,1867.621359
97.054335,2737,1868.627438
97.054335,2737,1869.692467
97.054335,2737,1870.770984
97.054335,2737,1871.812667
287.451553,2737,1873.412766
287.451553,2737,1874.481808
287.451553,2737,1875.505916
287.451553,2737,1876.536361
287.451553,2737,1877.573868
286.448824,2737,1879.1231
286.448824,2737,1880.135032
286.448824,2737,1881.233145
286.448824,2737,1882.243306
286.448824,2737,1883.25883
95.862906,2737,1884.784575
95.862906,2737,1885.794822
95.862906,2737,1886.801326
95.862906,2737,1887.817195
95.862906,2737,1888.821977
42.15151,2737,1890.342361
42.15151,2737,1891.349427
42.15151,2737,1892.35309
42.15151,2737,1893.349691
42.15151,2737,1894.35551
84.481449,2737,1896.101817
84.481449,2737,1897.100588
84.481449,2737,1898.104384
84.481449,2737,1899.105719
84.481449,2737,1900.111079
250.250086,2737,1901.658206
250.250086,2737,1902.674584
250.250086,2737,1903.691485
250.250086,2737,1904.706476
250.250086,2737,1905.722914
255.738672,2737,1907.307139
255.738672,2737,1908.318464
255.738672,2737,1909.339396
255.738672,2737,1910.355343
255.738672,2737,1911.49674
255.541525,2737,1913.055014
255.541525,2737,1914.071452
255.541525,2737,1915.088911
255.541525,2737,1916.104998
255.541525,2737,1917.125522
252.945822,2737,1918.662535
252.945822,2737,1919.676245
252.945822,2737,1920.695894
252.945822,2737,1921.710246
252.945822,2737,1922.7254
252.395746,2737,1924.273574
252.395746,2737,1925.289644
252.395746,2737,1926.424338
252.395746,2737,1927.437907
252.395746,2737,1928.455843
253.101465,2737,1929.996467
253.101465,2737,1931.012579
253.101465,2737,1932.027
253.101465,2737,1933.038469
253.101465,2737,1934.058618
273.180225,2737,1935.603487
273.180225,2737,1936.621212
273.180225,2737,1937.647761
273.180225,2737,1938.666027
273.180225,2737,1939.689734
94.411463,2737,1941.387218
94.411463,2737,1942.396315
94.411463,2737,1943.4178
94.411463,2737,1944.437842
94.411463,2737,1945.458868
96.372908,2737,1947.115888
96.372908,2737,1948.13217
96.372908,2737,1949.16245
96.372908,2737,1950.182106
96.372908,2737,1951.20677
57.940079,2737,1952.747665
57.940079,2737,1953.769274
57.940079,2737,1954.790674
57.940079,2737,1955.894595
57.940079,2737,1956.941266
254.774384,2737,1958.474179
254.774384,2737,1959.487845
254.774384,2737,1960.504819
254.774384,2737,1961.521216
254.774384,2737,1962.539781
268.78438,2737,1964.097093
268.78438,2737,1965.121683
268.78438,2737,1966.141301
268.78438,2737,1967.159087
268.78438,2737,1968.179178
259.135742,2737,1969.737029
259.135742,2737,1970.791699
259.135742,2737,1971.88202
259.135742,2737,1972.900327
259.135742,2737,1973.918447
52.832907,2737,1975.471046
52.832907,2737,1976.488032
52.832907,2737,1977.504941
52.832907,2737,1978.517371
52.832907,2737,1979.54647
94.411463,2737,1981.164833
94.411463,2737,1982.180755
94.411463,2737,1983.203743
94.411463,2737,1984.223995
94.411463,2737,1985.24527
269.887238,2737,1986.961178
269.887238,2737,1987.984679
269.887238,2737,1989.004447
269.887238,2737,1990.02515
269.887238,2737,1991.046586
268.271524,2737,1992.601523
268.271524,2737,1993.6186
268.271524,2737,1994.642087
268.271524,2737,1995.665861
268.271524,2737,1996.689764
276.174496,2737,1998.215742
276.174496,2737,1999.224929
276.174496,2737,2000.241518
276.174496,2737,2001.430093
276.174496,2737,2002.442897
289.680223,2737,2004.008973
289.680223,2737,2005.029811
289.680223,2737,2006.053793
289.680223,2737,2007.080961
289.680223,2737,2008.103494
254.341528,2737,2009.658933
254.341528,2737,2010.676669
254.341528,2737,2011.699241
254.341528,2737,2012.717973
254.341528,2737,2013.736201
295.585955,2737,2015.288264
295.585955,2737,2016.42323
295.585955,2737,2017.439204
295.585955,2737,2018.455065
295.585955,2737,2019.472848
295.264503,2737,2021.032902
295.264503,2737,2022.061213
295.264503,2737,2023.081317
295.264503,2737,2024.099026
295.264503,2737,2025.121636
96.372908,2737,2026.665798
96.372908,2737,2027.670643
96.372908,2737,2028.677088
96.372908,2737,2029.684291
96.372908,2737,2030.695192
42.310053,2737,2032.37447
42.310053,2737,2033.384741
42.310053,2737,2034.396327
42.310053,2737,2035.407622
42.310053,2737,2036.415079
286.91596,2737,2037.947511
286.91596,2737,2038.958174
286.91596,2737,2039.992796
286.91596,2737,2041.021215
286.91596,2737,2042.047014
261.444536,2737,2043.628465
261.444536,2737,2044.6548
261.444536,2737,2045.67883
261.444536,2737,2046.78926
261.444536,2737,2047.812329
285.628796,2737,2049.362341
285.628796,2737,2050.384189
285.628796,2737,2051.405042
285.628796,2737,2052.430605
285.628796,2737,2053.455575
280.514511,2737,2055.000839
280.514511,2737,2056.00938
280.514511,2737,2057.022314
280.514511,2737,2058.029572
280.514511,2737,2059.039237
280.481647,2737,2060.576062
280.481647,2737,2061.750766
280.481647,2737,2062.756929
280.481647,2737,2063.763731
280.481647,2737,2064.774388
282.057379,2737,2066.332408
282.057379,2737,2067.359207
282.057379,2737,2068.38045
282.057379,2737,2069.402551
282.057379,2737,2070.426212
269.71438,2737,2071.97492
269.71438,2737,2072.99536
269.71438,2737,2074.129947
269.71438,2737,2075.242101
269.71438,2737,2076.422318
281.053106,2737,2077.991441
281.053106,2737,2079.016089
281.053106,2737,2080.041614
281.053106,2737,2081.068438
281.053106,2737,2082.089265
93.212904,2737,2083.66034
93.212904,2737,2084.695493
93.212904,2737,2085.723759
93.212904,2737,2086.746326
93.212904,2737,2087.767476
95.307178,2737,2089.329624
95.307178,2737,2090.352755
95.307178,2737,2091.475996
95.307178,2737,2092.498738
95.307178,2737,2093.521188
253.952955,2737,2095.068738
253.952955,2737,2096.093567
253.952955,2737,2097.113169
253.952955,2737,2098.13012
253.952955,2737,2099.147784
277.403065,2737,2100.733643
277.403065,2737,2101.754176
277.403065,2737,2102.775341
277.403065,2737,2103.794437
277.403065,2737,2104.816276
276.274509,2737,2106.446282
276.274509,2737,2107.458598
276.274509,2737,2108.487783
276.274509,2737,2109.50142
276.274509,2737,2110.509397
274.343075,2737,2112.060168
274.343075,2737,2113.071047
274.343075,2737,2114.084241
274.343075,2737,2115.089538
274.343075,2737,2116.098059
278.037357,2737,2117.831718
278.037357,2737,2118.846785
278.037357,2737,2119.866237
278.037357,2737,2120.978415
278.037357,2737,2121.994026
277.503078,2737,2123.526304
277.503078,2737,2124.54159
277.503078,2737,2125.558114
277.503078,2737,2126.568911
277.503078,2737,2127.581612
280.92308,2737,2129.102967
280.92308,2737,2130.110506
280.92308,2737,2131.121809
280.92308,2737,2132.127308
280.92308,2737,2133.138722
281.440224,2737,2134.693719
281.440224,2737,2135.70638
281.440224,2737,2136.802655
281.440224,2737,2137.814379
281.440224,2737,2138.821691
287.388819,2737,2140.355097
287.388819,2737,2141.36347
287.388819,2737,2142.374019
287.388819,2737,2143.383623
287.388819,2737,2144.393735
291.065966,2737,2145.930471
291.065966,2737,2146.94173
291.065966,2737,2147.951309
291.065966,2737,2148.960332
291.065966,2737,2149.969937
288.495966,2737,2151.633027
288.495966,2737,2152.650934
288.495966,2737,2153.668871
288.495966,2737,2154.690335
288.495966,2737,2155.713889
286.448824,2737,2157.264022
286.448824,2737,2158.287766
286.448824,2737,2159.312426
286.448824,2737,2160.328451
286.448824,2737,2161.350469
288.495966,2737,2162.890183
288.495966,2737,2163.915417
288.495966,2737,2164.939674
288.495966,2737,2166.096903
288.495966,2737,2167.166305
279.095793,2737,2168.710768
279.095793,2737,2169.716125
279.095793,2737,2170.729718
279.095793,2737,2171.741409
279.095793,2737,2172.754817
298.984545,2737,2174.292263
298.984545,2737,2175.303019
298.984545,2737,2176.317002
298.984545,2737,2177.329683
298.984545,2737,2178.34173
293.200233,2737,2179.868014
293.200233,2737,2180.955641
293.200233,2737,2181.996363
293.200233,2737,2183.005285
293.200233,2737,2184.018124
288.914402,2737,2185.571798
288.914402,2737,2186.599823
288.914402,2737,2187.628278
288.914402,2737,2188.651365
288.914402,2737,2189.67424
277.270199,2737,2191.240448
277.270199,2737,2192.26405
277.270199,2737,2193.288479
277.270199,2737,2194.308798
277.270199,2737,2195.332523
93.512892,2737,2197.025874
93.512892,2737,2198.04368
93.512892,2737,2199.064294
93.512892,2737,2200.081424
93.512892,2737,2201.100671
283.171648,2737,2202.65172
283.171648,2737,2203.674735
283.171648,2737,2204.697297
283.171648,2737,2205.722954
283.171648,2737,2206.749113
268.862951,2737,2208.295156
268.862951,2737,2209.317662
268.862951,2737,2210.343092
268.862951,2737,2211.460737
268.862951,2737,2212.483673
285.287365,2737,2214.016179
285.287365,2737,2215.028026
285.287365,2737,2216.037002
285.287365,2737,2217.041391
285.287365,2737,2218.04733
254.431528,2737,2219.589317
254.431528,2737,2220.607451
254.431528,2737,2221.628578
254.431528,2737,2222.646027
254.431528,2737,2223.665545
280.112965,2737,2225.239815
280.112965,2737,2226.43307
280.112965,2737,2227.464242
280.112965,2737,2228.488442
280.112965,2737,2229.512524
266.794395,2737,2231.051374
266.794395,2737,2232.06965
266.794395,2737,2233.088878
266.794395,2737,2234.106951
266.794395,2737,2235.122252
265.688683,2737,2236.658943
265.688683,2737,2237.675953
265.688683,2737,2238.695817
265.688683,2737,2239.711766
265.688683,2737,2240.731235
96.977201,2737,2242.370805
96.977201,2737,2243.387519
96.977201,2737,2244.416436
96.977201,2737,2245.431266
96.977201,2737,2246.448129
254.537237,2737,2247.991766
254.537237,2737,2249.011616
254.537237,2737,2250.031954
254.537237,2737,2251.051189
254.537237,2737,2252.071953
96.845766,2737,2253.611588
96.845766,2737,2254.637298
96.845766,2737,2255.661537
96.845766,2737,2256.767117
96.845766,2737,2257.789527
97.340055,2737,2259.331064
97.340055,2737,2260.350409
97.340055,2737,2261.370582
97.340055,2737,2262.388039
97.340055,2737,2263.407542
278.713078,2737,2264.953077
278.713078,2737,2265.978378
278.713078,2737,2267.002811
278.713078,2737,2268.022547
278.713078,2737,2269.041049
292.102976,2737,2270.581174
292.102976,2737,2271.67829
